transaction_id,customer_id,branch_name,transaction_type,waiting_time,processing_time,transaction_time,date,sentiment,sentiment_score,review_text,bhs
BPI0823B002,B002,BPI Project 8 Short Horn Branch,withdrawal,1,1,2,2025-08-23,neutral,2.78,Staff follows procedures but lacks enthusiasm for service.,
BPI0823B003,B003,BPI Navotas Branch,deposit,2,2,4,2025-08-23,positive,5.0,"Efficient tellers, minimal wait time. Very pleased.",
BPI0823N007,N007,BPI Alfaro Branch,customer service,11,15,26,2025-08-23,neutral,2.87,Service was okay. Nothing special.,
BPI0823N011,N011,BPI Timog Avenue Branch,deposit,2,2,4,2025-08-23,neutral,2.69,Systems work reliably most of the time with occasional issues.,
BPI0823B006,B006,BPI Sampaloc Branch,transfer,1,1,2,2025-08-23,positive,4.5,Online banking platform is user-friendly and secure.,
BPI0823N007,N007,BPI Ayala Malls Circuit Branch,customer service,3,6,9,2025-08-23,positive,3.78,Very efficient branch. No long waiting time today.,
BPI0823N010,N010,BPI Rise Branch,withdrawal,5,5,10,2025-08-23,neutral,2.58,Investment options are limited but cover basic needs.,
BPI0823N013,N013,BPI Buendia Pasong Tamo Branch,account service,13,15,28,2025-08-23,positive,3.36,Teller was courteous and processed my request quickly.,
BPI0823N006,N006,BPI Medical Plaza Branch,account service,8,9,17,2025-08-23,neutral,2.27,"Okay service, could be better. Room for improvement.",
BPI0823B003,B003,BPI Ayala Malls Circuit Branch,withdrawal,3,3,6,2025-08-23,positive,4.65,No hassle transaction. Staff was accommodating.,
BPI0823N011,N011,BPI Espana Blumentritt Branch,encashment,3,2,5,2025-08-23,positive,4.53,Educational workshops on financial literacy were excellent.,
BPI0823N010,N010,BPI Ayala East Branch,transfer,2,1,3,2025-08-23,neutral,2.56,"Services delivered as promised, nothing more or less.",
BPI0823B002,B002,BPI Malate Branch,withdrawal,8,6,14,2025-08-23,neutral,2.64,Fair processing time. Service was satisfactory overall.,
BPI0823N010,N010,BPI Ayala Nex Tower Branch,account service,5,8,13,2025-08-23,positive,4.35,Premium banking services justify the additional fees.,
BPI0823N010,N010,BPI Robinsons Otis Branch,deposit,3,2,5,2025-08-23,positive,4.85,Auto loan rates were the best I found anywhere.,
BPI0823B003,B003,BPI Philippine Heart Center Branch,transfer,5,4,9,2025-08-23,negative,1.93,Tax service made errors requiring amendments and fees.,
BPI0823N014,N014,BPI Cash And Carry Mall Branch,encashment,3,4,7,2025-08-23,neutral,2.88,Mobile app functions adequately for basic banking needs.,
BPI0823N007,N007,BPI Corinthian Plaza Branch,customer service,3,6,9,2025-08-23,positive,3.78,Credit card application processed same day. Impressive!,
BPI0823N009,N009,BPI Alabang Town Center Branch,deposit,2,3,5,2025-08-23,positive,4.95,Staff explained everything clearly. Great customer service!,
BPI0823N011,N011,BPI QA Fisher Mall Branch,customer service,2,5,7,2025-08-23,positive,3.37,Staff remembered my name. Sweet!,
BPI0823N007,N007,BPI Baclaran Branch,transfer,5,4,9,2025-08-23,neutral,2.55,Digital features work but could use some improvements.,
BPI0823N004,N004,BPI Legaspi Salcedo Branch,deposit,2,1,3,2025-08-23,positive,4.25,Friendly faces everywhere,
BPI0823N008,N008,BPI BF Resort Las Pinas Branch,deposit,4,6,10,2025-08-23,positive,3.2,Fraud protection caught suspicious activity immediately.,
BPI0823N007,N007,BPI - One Ayala,deposit,2,2,4,2025-08-23,positive,4.32,Investment advice was spot on. Made good returns this year.,
BPI0823N003,N003,BPI Ayala Avenue SGV Branch,withdrawal,1,1,2,2025-08-23,positive,4.85,Interest rates are competitive. Happy with my savings account.,
BPI0823N013,N013,BPI Pasig Rosario Branch,withdrawal,1,1,2,2025-08-23,neutral,2.33,Typical bank visit. Service was adequate for needs.,
BPI0823N012,N012,BPI Old Sta. Mesa,transfer,2,1,3,2025-08-23,neutral,2.25,"Service was fine, not great but acceptable.",
BPI0823N010,N010,BPI San Antonio Kamagong Branch,withdrawal,5,3,8,2025-08-23,positive,4.37,Student account benefits are amazing. No fees at all!,
BPI0823N012,N012,BPI Rockwell Branch,withdrawal,1,1,2,2025-08-23,positive,3.24,5 stars! Will definitely return,
BPI0823N008,N008,BPI Arranque Branch,withdrawal,2,2,4,2025-08-23,neutral,2.64,Normal processing time. Staff did their job adequately.,
BPI0823N011,N011,BPI Amaia Skies Avenida Branch,deposit,6,6,12,2025-08-23,neutral,2.72,Acceptable service level. Staff was professional enough.,
BPI0823N010,N010,BPI Robinson Tower Ortigas,withdrawal,7,4,11,2025-08-23,negative,1.99,ATM ate my card. Great.,
BPI0823N010,N010,BPI Pasig Mabini Branch,encashment,8,9,17,2025-08-23,positive,3.3,Modern branch with excellent customer service standards.,
BPI0823N007,N007,BPI San Francisco Del Monte Branch,customer service,3,8,11,2025-08-23,neutral,2.02,Regular branch. No surprises.,
BPI0823N007,N007,BPI Project 8 Short Horn Branch,account service,16,20,36,2025-08-23,neutral,2.62,Account statements are clear and easy to understand.,
BPI0823N006,N006,BPI Plaza Cervantes Branch,deposit,2,3,5,2025-08-23,positive,4.45,Branch renovation looks modern and welcoming now.,
BPI0823B004,B004,BPI Old Sta. Mesa,withdrawal,1,1,2,2025-08-23,positive,4.81,Modern branch with excellent customer service standards.,
BPI0823N011,N011,BPI Kamias EDSA Branch,deposit,5,5,10,2025-08-23,neutral,2.84,Support team is polite and follows standard procedures.,
BPI0823N008,N008,BPI Tandang Sora Branch,deposit,5,5,10,2025-08-23,positive,4.16,Financial planning session was informative and helpful.,
BPI0823N011,N011,BPI Mandaluyong Greenfield District Branch,deposit,2,3,5,2025-08-23,positive,4.92,Security measures are top-notch. Feel safe banking here.,
BPI0823N009,N009,BPI Muntinlupa Tunasan,withdrawal,2,2,4,2025-08-23,positive,4.45,Excellent service! Staff was very helpful and quick processing.,
BPI0823B006,B006,BPI Pioneer Center Branch,account service,4,7,11,2025-08-23,positive,4.15,Staff remembered my name. Sweet!,
BPI0823N005,N005,BPI Alabang Insular Life Branch,deposit,2,3,5,2025-08-23,positive,3.23,Excellent service! Staff was very helpful and quick processing.,
BPI0823N012,N012,BPI Pasig Buting Branch,withdrawal,2,1,3,2025-08-23,positive,4.53,Refinancing process was hassle-free with great new rates.,
BPI0823N013,N013,BPI Balut Tondo Branch,transfer,5,4,9,2025-08-23,positive,3.9,Modern branch with excellent customer service standards.,
BPI0823B001,B001,BPI Balut Tondo Branch,transfer,1,1,2,2025-08-23,positive,4.76,"Great location, helpful people",
BPI0823N005,N005,BPI Harrison Buendia Branch,withdrawal,3,3,6,2025-08-23,positive,4.4,"Efficient tellers, minimal wait time. Very pleased.",
BPI0823N008,N008,BPI Project 8 Short Horn Branch,customer service,18,17,35,2025-08-23,negative,1.84,Account closure process was deliberately made difficult.,
BPI0823N015,N015,BPI Glorietta Mall Ground Level Branch,transfer,1,1,2,2025-08-23,positive,3.84,Online banking platform is user-friendly and secure.,
BPI0823N020,N020,BPI Ortigas Sapphire Branch,withdrawal,1,1,2,2025-08-23,neutral,2.52,Regular branch. No surprises.,
BPI0823N007,N007,BPI Ayala Insular Branch,encashment,2,3,5,2025-08-23,positive,4.95,Mortgage team was incredibly helpful throughout the process.,
BPI0823B003,B003,BPI Ayala 6750 Branch,deposit,2,2,4,2025-08-23,positive,5.0,"Clean facility, organized queue system. Very satisfied.",
BPI0823N010,N010,BPI Capitol Hills Branch,withdrawal,1,1,2,2025-08-23,positive,5.0,Best bank staff ever! Always smiling,
BPI0823N011,N011,BPI F. Ortigas Jr Road Branch,withdrawal,3,2,5,2025-08-23,positive,5.0,ATM worked perfectly fine,
BPI0823N013,N013,BPI Rockwell Ortigas Branch,transfer,2,2,4,2025-08-23,positive,4.76,"Fast tellers, clean bathrooms lol",
BPI0823N009,N009,BPI Aurora Hemady Branch,withdrawal,1,1,2,2025-08-23,neutral,2.45,"Could be better, could be worse",
BPI0823N011,N011,BPI Buendia Malugay Branch,withdrawal,2,1,3,2025-08-23,positive,4.36,Premium banking services justify the additional fees.,
BPI0823N016,N016,BPI Quezon Avenue Espana Branch,withdrawal,2,2,4,2025-08-23,neutral,2.64,Pretty standard bank branch,
BPI0823N011,N011,BPI Capitol Hills Branch,account service,16,20,36,2025-08-23,neutral,2.73,Regular transaction completed. Nothing special to note.,
BPI0823N008,N008,BPI Bonifacio Global City Branch,withdrawal,1,2,3,2025-08-23,positive,3.6,Drive-thru service is super convenient. Never have to get out.,
BPI0823N008,N008,BPI W 5th Avenue BGC Branch,withdrawal,1,1,2,2025-08-23,positive,3.77,Insurance products are reasonably priced and comprehensive.,
BPI0823N012,N012,BPI Kalayaan Branch,withdrawal,2,2,4,2025-08-23,positive,4.29,Amazing customer service today,
BPI0823N005,N005,BPI E. Rodriguez B.G. Belmonte Branch,withdrawal,1,1,2,2025-08-23,positive,3.43,"Efficient tellers, minimal wait time. Very pleased.",
BPI0823N007,N007,BPI Mandaluyong Barangka,withdrawal,1,1,2,2025-08-23,neutral,2.38,Systems work reliably most of the time with occasional issues.,
BPI0823N011,N011,BPI Marikina W. Paz Branch ATM,account service,7,11,18,2025-08-23,positive,4.16,Quick business account setup. Got everything done in one visit.,
BPI0823N012,N012,BPI Tayuman Branch,transfer,2,1,3,2025-08-23,positive,3.42,Investment advice was spot on. Made good returns this year.,
BPI0823N014,N014,BPI Fairview Terraces Branch,customer service,4,6,10,2025-08-23,positive,4.18,Interest rates are competitive. Happy with my savings account.,
BPI0823N010,N010,BPI Kamias Anonas Branch,withdrawal,2,1,3,2025-08-23,positive,4.12,Excellent service! Staff was very helpful and quick processing.,
BPI0823N021,N021,BPI Ortigas Sapphire Branch,deposit,7,6,13,2025-08-23,positive,4.47,Quick service despite busy day. Thank you for good service.,
BPI0823N011,N011,BPI Bustillos Branch,deposit,3,3,6,2025-08-23,positive,3.06,Staff remembered my name and preferences. Personal touch appreciated.,
BPI0823N015,N015,BPI Ayala Columns Branch,encashment,4,4,8,2025-08-23,positive,3.5,Tax preparation service saved me time and money.,
BPI0823B006,B006,BPI Novaliches SM Hypermarket Branch,withdrawal,4,3,7,2025-08-23,positive,4.62,Free ATM usage worldwide saved me hundreds in fees.,
BPI0823B005,B005,BPI UP Town Center Branch,encashment,3,3,6,2025-08-23,positive,4.17,Excellent service! Staff was very helpful and quick processing.,
BPI0823N008,N008,BPI QC-Sto Domingo Branch,deposit,5,4,9,2025-08-23,positive,3.66,Great branch! Modern facilities and efficient service.,
BPI0823N009,N009,BPI Rufino-Esteban Branch,encashment,7,4,11,2025-08-23,positive,3.75,Best bank in the area. Never had any issues with their service.,
BPI0823N008,N008,BPI Rockwell The Grove,deposit,3,3,6,2025-08-23,positive,4.58,Fast and accurate processing. Keep up the good work!,
BPI0823N009,N009,BPI Glorietta Mall Third Level Branch,encashment,3,3,6,2025-08-23,positive,3.74,Personalized financial advice helped me plan better.,
BPI0823B002,B002,"BPI Pasig E. Rodriguez, Jr. Branch",account service,13,22,35,2025-08-23,positive,3.3,Quick and easy. No complaints!,
BPI0823N007,N007,BPI Timog Circle Branch,loan,7,10,17,2025-08-23,neutral,2.06,Credit card terms are standard for the industry.,
BPI0823B003,B003,BPI Pasig Mabini Branch,withdrawal,1,2,3,2025-08-23,positive,4.3,Home loan pre-approval process was smooth and transparent.,
BPI0823N013,N013,BPI Old Sta. Mesa,deposit,7,6,13,2025-08-23,positive,3.42,24/7 customer service actually works! Got help at midnight.,
BPI0823B003,B003,BPI Forbes Park Branch,deposit,2,3,5,2025-08-23,positive,4.37,Modern branch with excellent customer service standards.,
BPI0823N006,N006,BPI Valenzuela Paso De Blas Branch,deposit,1,1,2,2025-08-23,positive,4.75,Loan approval was surprisingly fast. Great rates too!,
BPI0823N011,N011,BPI San Lorenzo Branch,deposit,11,8,19,2025-08-23,positive,3.29,Open on weekends which is very convenient for working people.,
BPI0823B005,B005,BPI E. Rodriguez Broadway Branch,loan,18,28,46,2025-08-23,negative,1.43,Parking fees at downtown branch are outrageous addition.,
BPI0823N014,N014,BPI Philippine Heart Center Branch,encashment,7,6,13,2025-08-23,positive,3.08,Free ATM usage worldwide saved me hundreds in fees.,
BPI0823N005,N005,BPI Legaspi Salcedo Branch,encashment,8,7,15,2025-08-23,positive,3.26,Drive-thru service is super convenient. Never have to get out.,
BPI0823N006,N006,BPI Legaspi Salcedo Branch,withdrawal,1,1,2,2025-08-23,neutral,2.99,Business banking services meet our basic requirements.,
BPI0823N014,N014,BPI Balut Tondo Branch,deposit,2,3,5,2025-08-23,positive,3.33,Very efficient branch. No long waiting time today.,
BPI0823N008,N008,BPI - One Ayala,customer service,8,9,17,2025-08-23,positive,3.97,Quick business account setup. Got everything done in one visit.,
BPI0823B003,B003,BPI - Taft Avenue,transfer,1,1,2,2025-08-23,neutral,2.65,"Gets the job done, I guess",
BPI0823N008,N008,BPI Ayala Malls the 30th Branch,encashment,8,6,14,2025-08-23,positive,3.54,Drive-thru service is super convenient. Never have to get out.,
BPI0823N012,N012,BPI Buendia Malugay Branch,deposit,7,6,13,2025-08-23,neutral,2.49,Customer service resolves issues but takes standard time.,
BPI0823N012,N012,BPI San Lorenzo Branch,deposit,9,6,15,2025-08-23,positive,4.95,Free ATM usage worldwide saved me hundreds in fees.,
BPI0823N011,N011,BPI Nueva Branch,loan,9,14,23,2025-08-23,neutral,2.99,Support team is polite and follows standard procedures.,
BPI0823N011,N011,BPI Xavierville Branch,deposit,6,7,13,2025-08-23,positive,3.15,Investment portfolio performance has been consistently strong.,
BPI0823B007,B007,BPI Pioneer Center Branch,withdrawal,1,1,2,2025-08-23,positive,4.84,No hassle transaction. Staff was accommodating.,
BPI0823N006,N006,BPI MH Del Pilar Branch,encashment,3,3,6,2025-08-23,positive,4.74,Student account benefits are amazing. No fees at all!,
BPI0823N006,N006,BPI Congressional Avenue Extension Branch,transfer,3,2,5,2025-08-23,positive,4.14,Auto loan rates were the best I found anywhere.,
BPI0823N008,N008,BPI Dewey Branch,encashment,7,8,15,2025-08-23,neutral,2.39,Meh. It's fine for basic stuff,
BPI0823N015,N015,BPI Zobel Roxas Branch,loan,6,10,16,2025-08-23,positive,3.5,Refinancing process was hassle-free with great new rates.,
BPI0823B002,B002,BPI Pilar Village Branch,deposit,5,5,10,2025-08-23,positive,4.15,Staff explained everything clearly. Great customer service!,
BPI0823N012,N012,BPI Mandaluyong Branch,withdrawal,2,2,4,2025-08-23,positive,4.61,Debt consolidation loan helped me get back on track.,
BPI0823N008,N008,BPI Timog Circle Branch,transfer,4,3,7,2025-08-23,positive,5.0,Wonderful experience! Staff made banking easy and convenient.,
BPI0823B002,B002,BPI San Lazaro Vertex One Branch,transfer,4,3,7,2025-08-23,positive,4.51,Friendly faces everywhere,
BPI0823N013,N013,BPI Blumentritt Chinese Gen Branch,customer service,4,7,11,2025-08-23,positive,4.41,Drive-thru service is super convenient. Never have to get out.,
BPI0823N010,N010,BPI - Taft Avenue,transfer,1,1,2,2025-08-23,positive,4.86,Financial planning session was informative and helpful.,
BPI0823N015,N015,BPI Mandaluyong Pioneer Heights,withdrawal,1,1,2,2025-08-23,positive,3.33,5 stars! Will definitely return,
BPI0823N009,N009,BPI Timog Circle Branch,withdrawal,5,3,8,2025-08-23,positive,3.3,24/7 customer service actually works! Got help at midnight.,
BPI0823N011,N011,BPI Pasong Tamo La Fuerza Branch,encashment,2,3,5,2025-08-23,positive,4.61,"Friendly atmosphere, helpful staff. Five stars!",
BPI0823N010,N010,BPI Infinity Branch,withdrawal,1,1,2,2025-08-23,positive,3.49,"Friendly atmosphere, helpful staff. Five stars!",
BPI0823B004,B004,BPI Fairview Branch ,withdrawal,1,1,2,2025-08-23,positive,4.72,Modern branch with excellent customer service standards.,
BPI0823N010,N010,BPI Congressional Avenue Branch,deposit,5,3,8,2025-08-23,positive,4.58,Interest rates are competitive. Happy with my savings account.,
BPI0823N022,N022,BPI Ortigas Sapphire Branch,deposit,2,1,3,2025-08-23,positive,3.7,"Clean facility, organized queue system. Very satisfied.",
BPI0823N013,N013,BPI Juan Luna Recto Branch,customer service,10,16,26,2025-08-23,negative,1.55,Account was frozen due to their system error. Nightmare experience.,
BPI0823N011,N011,BPI San Antonio Kamagong Branch,withdrawal,1,1,2,2025-08-23,positive,3.32,Customer loyalty program rewards are actually worthwhile.,
BPI0823B001,B001,BPI Ayala Triangle Branch,customer service,5,8,13,2025-08-23,positive,3.81,Customer loyalty program rewards are actually worthwhile.,
BPI0823N012,N012,BPI Nueva Branch,withdrawal,4,4,8,2025-08-23,positive,3.29,"Parking was easy, service quick",
BPI0823N011,N011,BPI Cubao F Castillo Branch,withdrawal,2,1,3,2025-08-23,positive,4.39,Love this branch! Super fast service 👍,
BPI0823N011,N011,BPI Malabon Panghulo Branch,deposit,1,1,2,2025-08-23,positive,4.05,Drive-thru service is super convenient. Never have to get out.,
BPI0823N012,N012,BPI Capitol Hills Branch,encashment,3,3,6,2025-08-23,positive,3.07,Educational workshops on financial literacy were excellent.,
BPI0823B003,B003,BPI East Avenue Branch,customer service,17,13,30,2025-08-23,neutral,2.92,Fair service quality. Expected better but okay overall.,
BPI0823N012,N012,BPI Pasong Tamo La Fuerza Branch,deposit,2,1,3,2025-08-23,positive,3.95,Security measures are top-notch. Feel safe banking here.,
BPI0823N007,N007,BPI Quezon Avenue Kanlaon Branch,encashment,2,2,4,2025-08-23,neutral,2.14,Standard banking service. Met basic expectations.,
BPI0823N008,N008,BPI Binondo Rosario Branch,account service,5,6,11,2025-08-23,neutral,2.26,Services are comparable to other banks in the area.,
BPI0823B003,B003,BPI Valenzuela Paso De Blas Branch,withdrawal,1,1,2,2025-08-23,neutral,2.53,ATM network coverage is decent in most areas.,
BPI0823N006,N006,BPI Malabon Gov Pascual,account service,4,6,10,2025-08-23,positive,3.4,Quick business account setup. Got everything done in one visit.,
BPI0823N010,N010,BPI Mabini Echelon Tower Branch,deposit,2,2,4,2025-08-23,neutral,2.45,Wait times vary greatly depending on day and time.,
BPI0823N008,N008,BPI San Francisco Del Monte Branch,withdrawal,2,2,4,2025-08-23,positive,4.68,Very fast processing. Impressed with the service quality.,
BPI0823N013,N013,BPI Navotas M. Naval Branch,withdrawal,1,1,2,2025-08-23,positive,4.06,Staff was patient in explaining loan details. Great service!,
BPI0823N012,N012,BPI Del Monte Branch,deposit,2,3,5,2025-08-23,positive,4.4,Refinancing process was hassle-free with great new rates.,
BPI0823B003,B003,BPI Vito Cruz Harrison Branch,withdrawal,2,2,4,2025-08-23,positive,4.83,Wonderful experience! Staff made banking easy and convenient.,
BPI0823N012,N012,BPI QA Fisher Mall Branch,deposit,1,2,3,2025-08-23,positive,3.28,Staff was patient in explaining loan details. Great service!,
BPI0823N016,N016,BPI Glorietta Mall Ground Level Branch,transfer,2,1,3,2025-08-23,positive,4.6,"Parking was easy, service quick",
BPI0823N011,N011,BPI Monumento Branch,withdrawal,4,4,8,2025-08-23,positive,4.11,Credit card application processed same day. Impressive!,
BPI0823N012,N012,BPI F. Ortigas Jr Road Branch,withdrawal,3,2,5,2025-08-23,positive,4.81,Student account benefits are amazing. No fees at all!,
BPI0823N011,N011,BPI - Taft Avenue,encashment,2,3,5,2025-08-23,positive,3.81,Branch renovation looks modern and welcoming now.,
BPI0823N006,N006,BPI Taytay El Monteverde Branch,transfer,4,3,7,2025-08-23,positive,4.77,Interest rates are competitive. Happy with my savings account.,
BPI0823N010,N010,BPI Trinoma North Branch,customer service,13,13,26,2025-08-23,negative,1.88,Unprofessional behavior from manager,
BPI0823N016,N016,BPI Zobel Roxas Branch,withdrawal,4,3,7,2025-08-23,positive,3.55,Security measures are top-notch. Feel safe banking here.,
BPI0823N008,N008,BPI Kalentong Branch,encashment,7,6,13,2025-08-23,positive,4.05,Smooth transaction as always,
BPI0823N013,N013,BPI Diliman Isidora Branch,loan,6,11,17,2025-08-23,neutral,2.94,Service was okay. Nothing special.,
BPI0823N007,N007,BPI Plaza Cervantes Branch,encashment,4,3,7,2025-08-23,positive,3.62,Smooth transaction from start to finish. Well done!,
BPI0823N011,N011,BPI Ayala East Branch,withdrawal,1,1,2,2025-08-23,positive,4.08,Home loan pre-approval process was smooth and transparent.,
BPI0823N008,N008,BPI Plaza Cervantes Branch,withdrawal,2,1,3,2025-08-23,positive,4.01,"Parking was easy, service quick",
BPI0823N012,N012,BPI Marikina Gen Ordonez Branch,encashment,5,7,12,2025-08-23,neutral,2.88,Wait times vary greatly depending on day and time.,
BPI0823B005,B005,BPI Cubao Manhattan Parkview Branch,deposit,1,2,3,2025-08-23,neutral,2.59,Fees are transparent but wish they were lower overall.,
BPI0823N013,N013,BPI Meralco Branch,deposit,5,5,10,2025-08-23,positive,4.2,"Clean facility, organized queue system. Very satisfied.",
BPI0823N009,N009,BPI Novaliches Gen. Luis Branch,account service,7,10,17,2025-08-23,neutral,2.44,"Service was fine, not great but acceptable.",
BPI0823N009,N009,BPI Plaza Cervantes Branch,deposit,3,3,6,2025-08-23,neutral,2.92,"Service was fine, not great but acceptable.",
BPI0823N008,N008,BPI Grace Park 2nd Ave. Branch,encashment,3,2,5,2025-08-23,positive,4.31,Best bank in the area. Never had any issues with their service.,
BPI0823N011,N011,BPI Pasig Mabini Branch,customer service,6,6,12,2025-08-23,neutral,2.6,Staff knowledge varies depending on who you get.,
BPI0823N010,N010,BPI Plaza Cervantes Branch,withdrawal,5,5,10,2025-08-23,positive,3.47,Best bank staff ever! Always smiling,
BPI0823N007,N007,BPI SM Southmall Branch,encashment,5,6,11,2025-08-23,positive,3.92,Quick service despite busy day. Thank you for good service.,
BPI0823B005,B005,BPI Blue Ridge Boni Serrano Branch,transfer,2,2,4,2025-08-23,neutral,2.5,Banking here for 5 years. No major complaints or praise.,
BPI0823B006,B006,BPI E. Rodriguez Broadway Branch,deposit,1,2,3,2025-08-23,positive,3.18,"Efficient tellers, minimal wait time. Very pleased.",
BPI0823N007,N007,BPI Salcedo Village Branch,customer service,5,6,11,2025-08-23,positive,3.7,"Clean facility, organized queue system. Very satisfied.",
BPI0823N007,N007,BPI Pasig Blvd. Branch,transfer,5,4,9,2025-08-23,positive,3.52,Teller was courteous and processed my request quickly.,
BPI0823N006,N006,BPI Divisoria Carmen Planas Branch,withdrawal,1,1,2,2025-08-23,positive,4.63,Branch manager personally handled my complaint. Excellent!,
BPI0823N012,N012,BPI Marikina W. Paz Branch ATM,withdrawal,6,5,11,2025-08-23,neutral,2.05,Typical bank visit. Service was adequate for needs.,
BPI0823N009,N009,BPI Navotas North Bay Branch,withdrawal,3,3,6,2025-08-23,positive,3.73,Free ATM usage worldwide saved me hundreds in fees.,
BPI0823N006,N006,BPI Alabang Insular Life Branch,transfer,2,2,4,2025-08-23,positive,3.04,Friendly faces everywhere,
BPI0823N012,N012,BPI Mandaluyong Greenfield District Branch,customer service,14,20,34,2025-08-23,negative,1.23,Business account monthly fees keep increasing every year.,
BPI0823N009,N009,BPI Trinoma Branch,withdrawal,1,1,2,2025-08-23,neutral,2.7,Financial planning services are basic but cover essentials.,
BPI0823N011,N011,BPI Novaliches San Bartolome Branch ATM,account service,12,20,32,2025-08-23,neutral,2.74,Acceptable service level. Staff was professional enough.,
BPI0823B001,B001,BPI Ayala Malls the 30th Branch,transfer,1,1,2,2025-08-23,positive,4.36,Online banking platform is user-friendly and secure.,
BPI0823B004,B004,BPI Ali Mall Cubao Branch,deposit,2,1,3,2025-08-23,neutral,2.79,Standard branch operations. Nothing to complain about.,
BPI0823N012,N012,BPI Ortigas San Miguel Branch,withdrawal,7,4,11,2025-08-23,neutral,2.27,"Service was fine, not great but acceptable.",
BPI0823B004,B004,BPI Kamias EDSA Branch,withdrawal,1,1,2,2025-08-23,positive,4.13,Home loan pre-approval process was smooth and transparent.,
BPI0823N010,N010,BPI Monumento Circle Branch,withdrawal,1,1,2,2025-08-23,positive,4.43,Amazing digital banking features! Mobile app works flawlessly.,
BPI0823N012,N012,BPI - Taft Avenue,withdrawal,1,1,2,2025-08-23,positive,3.21,Online banking platform is user-friendly and secure.,
BPI0823N007,N007,BPI Medical Plaza Branch,withdrawal,6,6,12,2025-08-23,positive,4.37,"Parking was easy, service quick",
BPI0823N008,N008,BPI SM Southmall Branch,deposit,2,2,4,2025-08-23,neutral,2.17,"Fair service, fair prices",
BPI0823N013,N013,BPI Pasig Buting Branch,deposit,10,10,20,2025-08-23,neutral,2.24,Regular bank experience. No major issues encountered.,
BPI0823N008,N008,BPI Makati Atrium Branch,transfer,8,7,15,2025-08-23,neutral,2.69,Customer service resolves issues but takes standard time.,
BPI0823N009,N009,BPI ABS-CBN Branch,account service,14,12,26,2025-08-23,neutral,2.96,"Facilities are clean and functional, standard bank environment.",
BPI0823B002,B002,BPI Tandang Sora Branch,deposit,1,2,3,2025-08-23,positive,4.79,5 stars! Will definitely return,
BPI0823N011,N011,BPI Gateway,withdrawal,1,2,3,2025-08-23,positive,5.0,Very fast processing. Impressed with the service quality.,
BPI0823N013,N013,BPI - Taft Avenue,withdrawal,1,1,2,2025-08-23,positive,4.07,ATM worked perfectly fine,
BPI0823N006,N006,BPI Ermita ,encashment,2,2,4,2025-08-23,positive,3.18,Branch renovation looks modern and welcoming now.,
BPI0823B002,B002,BPI Malabon San Bartolome Branch,transfer,7,5,12,2025-08-23,positive,4.06,Wonderful experience! Staff made banking easy and convenient.,
BPI0823B002,B002,BPI Aurora Hemady Branch,encashment,5,5,10,2025-08-23,positive,4.64,5 stars! Will definitely return,
BPI0823N006,N006,BPI Harrison Buendia Branch,encashment,7,6,13,2025-08-23,neutral,2.97,Support team is polite and follows standard procedures.,
BPI0823B005,B005,BPI J.P. Rizal Binakod Branch,deposit,2,2,4,2025-08-23,positive,4.15,Staff remembered my name and preferences. Personal touch appreciated.,
BPI0823N009,N009,BPI Bel-Air Polaris Branch,deposit,1,2,3,2025-08-23,neutral,2.95,Mobile app functions adequately for basic banking needs.,
BPI0823N012,N012,BPI C3 A. Mabini Branch,deposit,3,2,5,2025-08-23,negative,1.91,Computer system slow. Every transaction takes forever.,
BPI0823N011,N011,BPI Pasong Tamo Branch,withdrawal,6,6,12,2025-08-23,positive,4.57,Amazing digital banking features! Mobile app works flawlessly.,
BPI0823N013,N013,BPI QA Fisher Mall Branch,deposit,2,1,3,2025-08-23,positive,4.95,Open on weekends which is very convenient for working people.,
BPI0823N007,N007,BPI E. Rodriguez Broadway Branch,loan,6,10,16,2025-08-23,positive,3.49,Investment advice was spot on. Made good returns this year.,
BPI0823N008,N008,BPI Chino Roces Ext. Branch,encashment,2,3,5,2025-08-23,positive,4.45,Very efficient branch. No long waiting time today.,
BPI0823N009,N009,BPI Novaliches Sarmiento Branch,encashment,3,3,6,2025-08-23,positive,5.0,Quick and easy. No complaints!,
BPI0823N013,N013,BPI Pasig Market Avenue Ext. Branch,withdrawal,1,1,2,2025-08-23,negative,1.99,Air conditioning not working. Hot and uncomfortable.,
BPI0823N004,N004,BPI Ayala Avenue SGV Branch,account service,4,5,9,2025-08-23,positive,4.24,Love this branch! Super fast service 👍,
BPI0823B004,B004,BPI Retiro Kanlaon Branch,account service,17,24,41,2025-08-23,neutral,2.19,Pretty standard bank branch,
BPI0823N011,N011,BPI Mabini Echelon Tower Branch,withdrawal,1,2,3,2025-08-23,positive,5.0,Open on weekends which is very convenient for working people.,
BPI0823N003,N003,BPI Legarda Branch,deposit,2,2,4,2025-08-23,positive,4.03,ATM worked perfectly fine,
BPI0823N009,N009,BPI New Alabang Branch,loan,17,28,45,2025-08-23,neutral,2.77,"Average wait time, decent staff",
BPI0823N011,N011,BPI Ayala Nex Tower Branch,withdrawal,1,1,2,2025-08-23,positive,4.67,Open on weekends which is very convenient for working people.,
BPI0823N014,N014,BPI - Taft Avenue,customer service,10,12,22,2025-08-23,positive,3.33,Staff explained everything clearly. Great customer service!,
